question_id;question_type;image_name;question;answer;image_id
262508022;is;COCO_train2014_262508.jpg;Is one person noticeably taller than the other?;yes;262508
262508023;is the;COCO_train2014_262508.jpg;Is the wind blowing?;no;262508
262508024;does the;COCO_train2014_262508.jpg;Does the boy's shirt and socks match?;yes;262508
790002;are they;COCO_train2014_790.jpg;Are they in a restaurant?;no;790
133697011;is the;COCO_train2014_133697.jpg;Is the street deserted?;yes;133697
133697014;are the;COCO_train2014_133697.jpg;Are the street lights on?;yes;133697
133697015;is the;COCO_train2014_133697.jpg;Is the street busy with cars?;no;133697
1216001;does the;COCO_train2014_1216.jpg;Does the umbrella match the rain boots?;no;1216
5312001;is it;COCO_train2014_5312.jpg;Is it sunny?;yes;5312
1216003;is there a;COCO_train2014_1216.jpg;Is there a lot of snow on the street?;no;1216
5312003;is it;COCO_train2014_5312.jpg;Is it raining?;no;5312
1216005;none of the above;COCO_train2014_1216.jpg;Will these wilt and die?;yes;1216
568725001;is this;COCO_train2014_568725.jpg;Is this teddy bear wearing clothing?;no;568725
568725002;is the;COCO_train2014_568725.jpg;Is the bear brand new?;yes;568725
568725003;is this a;COCO_train2014_568725.jpg;Is this a kitten?;no;568725
531861002;is it;COCO_train2014_531861.jpg;Is it cloudy?;no;531861
531861003;is the person;COCO_train2014_531861.jpg;Is the person wearing wig?;yes;531861
568725007;is the;COCO_train2014_568725.jpg;Is the teddy bear covered one eye with a colorful ribbon?;no;568725
95850001;is this a;COCO_train2014_95850.jpg;Is this a busy street?;yes;95850
249663001;is there;COCO_train2014_249663.jpg;Is there any meat on the plate?;yes;249663
249663002;are the;COCO_train2014_249663.jpg;Are the round things scallops?;no;249663
264212000;are;COCO_train2014_264212.jpg;Are most foods shown here desserts?;yes;264212
327913001;are the;COCO_train2014_327913.jpg;Are the men riding the elephants Indians?;yes;327913
327913002;do;COCO_train2014_327913.jpg;Do these elephants belong to royal people?;yes;327913
387518000;are these;COCO_train2014_387518.jpg;Are these balloons deflated?;no;387518
6590001;is this a;COCO_train2014_6590.jpg;Is this a normal place to open an umbrella?;no;6590
6590002;is the;COCO_train2014_6590.jpg;Is the little girl happy?;yes;6590
526782003;is the;COCO_train2014_526782.jpg;Is the animal in it's natural habitat?;yes;526782
526782004;is this an;COCO_train2014_526782.jpg;Is this an urban area?;no;526782
387518004;are there;COCO_train2014_387518.jpg;Are there balloons?;yes;387518
659000;is the;COCO_train2014_659.jpg;Is the train currently in motion?;no;659
568168000;none of the above;COCO_train2014_568168.jpg;Will the plane land?;yes;568168
568168002;is it;COCO_train2014_568168.jpg;Is it night?;yes;568168
269160003;are there;COCO_train2014_269160.jpg;Are there people in the scene?;no;269160
396136005;is the;COCO_train2014_396136.jpg;Is the door closed?;no;396136
396136006;is the;COCO_train2014_396136.jpg;Is the viewer shown likely to be in the target demographic for the program being viewed?;yes;396136
269160007;is there a;COCO_train2014_269160.jpg;Is there a place to pay for parking a car?;no;269160
263229000;is this;COCO_train2014_263229.jpg;Is this man sitting in the sun?;no;263229
269160009;is the;COCO_train2014_269160.jpg;Is the house old?;yes;269160
263229002;is this;COCO_train2014_263229.jpg;Is this photo old?;no;263229
398397002;are the;COCO_train2014_398397.jpg;Are the sheep behaving?;yes;398397
263229004;could;COCO_train2014_263229.jpg;Could it be raining?;no;263229
263229005;is the man;COCO_train2014_263229.jpg;Is the man wearing headphones?;yes;263229
263229006;is the man;COCO_train2014_263229.jpg;Is the man at the beach?;yes;263229
265490002;do you;COCO_train2014_265490.jpg;Do you see a person?;no;265490
21991000;are;COCO_train2014_21991.jpg;Are those ballet shoes?;yes;21991
21991002;could;COCO_train2014_21991.jpg;Could this be a bedroom?;yes;21991
530321000;is this;COCO_train2014_530321.jpg;Is this teddy bear able to talk about solving world hunger?;no;530321
526225001;is the;COCO_train2014_526225.jpg;Is the cat sleeping?;yes;526225
526225002;is the;COCO_train2014_526225.jpg;Is the cat dreaming?;yes;526225
427921001;is there a;COCO_train2014_427921.jpg;Is there a tent?;yes;427921
397414001;are there;COCO_train2014_397414.jpg;Are there sprinkles on the donut?;no;397414
131174002;is there;COCO_train2014_131174.jpg;Is there anyone in the cockpit?;yes;131174
397414003;is the;COCO_train2014_397414.jpg;Is the food eaten?;no;397414
268603000;is the;COCO_train2014_268603.jpg;Is the sky hazy?;yes;268603
268603001;do you;COCO_train2014_268603.jpg;Do you see a horse?;no;268603
268603002;do;COCO_train2014_268603.jpg;Do the cows have plenty to eat?;yes;268603
268603003;are these;COCO_train2014_268603.jpg;Are these animals wild?;no;268603
268603006;is it;COCO_train2014_268603.jpg;Is it daytime?;yes;268603
393744000;none of the above;COCO_train2014_393744.jpg;Does it look like it might rain?;no;393744
524816000;is there a;COCO_train2014_524816.jpg;Is there a yellow thing near the train?;yes;524816
393744002;does the;COCO_train2014_393744.jpg;Does the incline look dangerous?;yes;393744
528912000;does the;COCO_train2014_528912.jpg;Does the bear miss someone?;no;528912
528912003;do you;COCO_train2014_528912.jpg;Do you see any tattoos?;no;528912
528912004;is that a;COCO_train2014_528912.jpg;Is that a jacket?;no;528912
528912005;is the;COCO_train2014_528912.jpg;Is the child sitting in front of the bear?;no;528912
528912006;is this;COCO_train2014_528912.jpg;Is this baby happy?;yes;528912
263098004;is there a;COCO_train2014_263098.jpg;Is there a person that looks concerned?;no;263098
525668002;is;COCO_train2014_525668.jpg;Is that an electric range?;yes;525668
525668006;is that a;COCO_train2014_525668.jpg;Is that a flat top stove in the kitchen?;yes;525668
437817001;are these;COCO_train2014_437817.jpg;Are these women elderly?;yes;437817
437817002;can you;COCO_train2014_437817.jpg;Can you see a white balloon?;yes;437817
437817003;can you;COCO_train2014_437817.jpg;Can you see a blue balloon?;yes;437817
400953001;is the;COCO_train2014_400953.jpg;Is the teddy bear wearing pants?;no;400953
400953002;do;COCO_train2014_400953.jpg;Do teddy bears normally wear jackets?;no;400953
400953003;is there a;COCO_train2014_400953.jpg;Is there a manufacturer tag still on the toy?;no;400953
400953004;is the;COCO_train2014_400953.jpg;Is the baby real?;no;400953
400953007;are there;COCO_train2014_400953.jpg;Are there flowers on the girl's dress?;no;400953
132878001;is this;COCO_train2014_132878.jpg;Is this train moving?;yes;132878
400953008;is this;COCO_train2014_400953.jpg;Is this teddy bear cool?;yes;400953
400953009;is this;COCO_train2014_400953.jpg;Is this photo in color?;yes;400953
400953010;is this;COCO_train2014_400953.jpg;Is this teddy bear well dressed?;yes;400953
400953011;is the;COCO_train2014_400953.jpg;Is the baby crying?;yes;400953
528355000;is there a;COCO_train2014_528355.jpg;Is there a whole pizza here?;no;528355
528355001;is this;COCO_train2014_528355.jpg;Is this pizza symmetrical?;no;528355
225251000;is the man;COCO_train2014_225251.jpg;Is the man an army?;yes;225251
225251002;is this;COCO_train2014_225251.jpg;Is this man in New York?;no;225251
2232001;is it;COCO_train2014_2232.jpg;Is it daytime?;yes;2232
262541000;is the;COCO_train2014_262541.jpg;Is the plane flying straight?;yes;262541
262541003;is this;COCO_train2014_262541.jpg;Is this plane flying near a coastline?;no;262541
133730000;is the;COCO_train2014_133730.jpg;Is the weather overcast?;no;133730
133730001;are;COCO_train2014_133730.jpg;Are all the men wearing neckties?;no;133730
2658000;are the;COCO_train2014_2658.jpg;Are the kids going to play in a tournament?;yes;2658
133730003;is that a;COCO_train2014_133730.jpg;Is that a book that the man is holding?;yes;133730
133730004;is this a;COCO_train2014_133730.jpg;Is this a recent photograph?;no;133730
2658004;are they;COCO_train2014_2658.jpg;Are they skating?;no;2658
133730006;are these;COCO_train2014_133730.jpg;Are these people most likely related?;no;133730
399970000;is;COCO_train2014_399970.jpg;Is one of the men bald?;yes;399970
399970001;is this a;COCO_train2014_399970.jpg;IS this a gay wedding?;no;399970
262967001;are there;COCO_train2014_262967.jpg;Are there markings on the pavement?;no;262967
133730009;is this a;COCO_train2014_133730.jpg;Is this a color photograph?;no;133730
399970004;do;COCO_train2014_399970.jpg;Do the people know each other?;yes;399970
262967004;are the;COCO_train2014_262967.jpg;Are the bikes moving?;no;262967
262967005;is this;COCO_train2014_262967.jpg;Is this bike designed to race?;no;262967
262967007;is this a;COCO_train2014_262967.jpg;Is this a customized bike?;yes;262967
113676000;are they;COCO_train2014_113676.jpg;Are they sitting on horses?;no;113676
113676001;are the;COCO_train2014_113676.jpg;Are the horses wearing blinders?;yes;113676
5345002;is the;COCO_train2014_5345.jpg;Is the monitor on the laptop on?;no;5345
531894001;is this;COCO_train2014_531894.jpg;Is this blurry photo?;yes;531894
530059000;is the;COCO_train2014_530059.jpg;Is the dog having fun?;yes;530059
530059002;is this;COCO_train2014_530059.jpg;Is this dog standing on it's hind legs?;no;530059
528224000;has;COCO_train2014_528224.jpg;Has the batter already hit the ball?;yes;528224
528224002;is he;COCO_train2014_528224.jpg;Is he a good player?;yes;528224
546869001;are the;COCO_train2014_546869.jpg;Are the zebras and the giraffe interacting?;no;546869
546869002;are these;COCO_train2014_546869.jpg;Are these animals in the wild?;yes;546869
546869003;is the;COCO_train2014_546869.jpg;Is the giraffe walking away from the zebra?;yes;546869
546869004;is the;COCO_train2014_546869.jpg;Is the zebra under the tree?;yes;546869
8884001;is there;COCO_train2014_8884.jpg;Is there lettuce in the sandwich?;yes;8884
398004002;are these;COCO_train2014_398004.jpg;Are these expensive?;yes;398004
502665000;is there a;COCO_train2014_502665.jpg;Is there a white toilet in this bathroom?;yes;502665
531337002;do;COCO_train2014_531337.jpg;Do all of the pizzas contain meat?;no;531337
502665003;is this a;COCO_train2014_502665.jpg;Is this a black and white picture?;no;502665
502665004;none of the above;COCO_train2014_502665.jpg;Does anybody live here?;yes;502665
502665006;none of the above;COCO_train2014_502665.jpg;Would you want to use this toilet?;yes;502665
502665007;does this;COCO_train2014_502665.jpg;Does this bathroom look modern?;yes;502665
136286000;is this a;COCO_train2014_136286.jpg;Is this a real house?;no;136286
502665010;is there a;COCO_train2014_502665.jpg;Is there a mirror in this bathroom?;yes;502665
502665011;is the;COCO_train2014_502665.jpg;Is the seat level?;yes;502665
502665012;are the;COCO_train2014_502665.jpg;Are the toilets usable?;yes;502665
502665013;is this a;COCO_train2014_502665.jpg;Is this a modern bathroom?;yes;502665
502665014;is this;COCO_train2014_502665.jpg;Is this room large?;yes;502665
502665015;is this a;COCO_train2014_502665.jpg;Is this a place where young boys normally hang out?;no;502665
503091000;is this a;COCO_train2014_503091.jpg;Is this a fixed wing aircraft?;yes;503091
136286002;is the;COCO_train2014_136286.jpg;Is the photo black and white?;no;136286
136286003;does this;COCO_train2014_136286.jpg;Does this look like a museum?;yes;136286
503091003;is this a;COCO_train2014_503091.jpg;Is this a small airplane?;yes;503091
502665022;none of the above;COCO_train2014_502665.jpg;Would you use this bathroom?;yes;502665
502665023;is this a;COCO_train2014_502665.jpg;Is this a mirror selfie?;no;502665
502665024;are the;COCO_train2014_502665.jpg;Are the toilets clean?;yes;502665
502665027;is the;COCO_train2014_502665.jpg;Is the wall blue?;no;502665
502665028;is this;COCO_train2014_502665.jpg;Is this photo colored?;yes;502665
502665030;are these;COCO_train2014_502665.jpg;Are these objects near a window?;no;502665
502665031;are there;COCO_train2014_502665.jpg;Are there pictures on the wall?;no;502665
502665033;is there;COCO_train2014_502665.jpg;Is there graffiti in this photo?;no;502665
458461001;was;COCO_train2014_458461.jpg;Was the picture taken in California?;no;458461
502665035;is the;COCO_train2014_502665.jpg;Is the lighting recessed?;no;502665
458461002;is this;COCO_train2014_458461.jpg;Is this animal in its natural habitat?;yes;458461
502665041;is this a;COCO_train2014_502665.jpg;Is this a kitchen?;no;502665
6066002;is there a;COCO_train2014_6066.jpg;Is there a flag pole next to the church?;yes;6066
266375000;is the;COCO_train2014_266375.jpg;Is the grass green?;yes;266375
266375001;is it;COCO_train2014_266375.jpg;Is it a nice day?;yes;266375
135303000;is the;COCO_train2014_135303.jpg;Is the vehicle moving fast?;yes;135303
266375003;is this;COCO_train2014_266375.jpg;Is this picture taken in a park?;no;266375
266375004;none of the above;COCO_train2014_266375.jpg;Does it appear that it is a clear day?;no;266375
266375005;are;COCO_train2014_266375.jpg;Are any of the animals grazing?;yes;266375
135303001;is the;COCO_train2014_135303.jpg;Is the vehicle moving?;yes;135303
137564000;none of the above;COCO_train2014_137564.jpg;Does he have short hair?;no;137564
137564001;is this;COCO_train2014_137564.jpg;Is this man wearing a tie?;yes;137564
137564002;does the;COCO_train2014_137564.jpg;Does the man look sad?;yes;137564
137564006;is this;COCO_train2014_137564.jpg;Is this man looking at the camera?;no;137564
262705001;is the person;COCO_train2014_262705.jpg;Is the person skateboarding?;no;262705
262705002;is there a;COCO_train2014_262705.jpg;Is there a print on her skis?;no;262705
250417001;is there a;COCO_train2014_250417.jpg;Is there a school bus in this picture?;yes;250417
250417004;is the;COCO_train2014_250417.jpg;Is the car moving?;no;250417
250417005;is it;COCO_train2014_250417.jpg;Is it legal to make a left turn at this time?;no;250417
250417006;is this;COCO_train2014_250417.jpg;Is this wheel being handled by a traffic-law-abiding driver?;yes;250417
250417007;are there;COCO_train2014_250417.jpg;Are there leaves on the tree?;no;250417
400134000;is this a;COCO_train2014_400134.jpg;Is this a chain link fence?;yes;400134
400134005;is the;COCO_train2014_400134.jpg;Is the dog angry?;no;400134
400134008;none of the above;COCO_train2014_400134.jpg;Would someone be able to see his reflection in here?;no;400134
400134010;is this a;COCO_train2014_400134.jpg;Is this a zoo?;no;400134
5083004;does this;COCO_train2014_5083.jpg;Does this look like a competition?;yes;5083
400134013;is that a;COCO_train2014_400134.jpg;Is that a chair outside?;no;400134
400134016;is the;COCO_train2014_400134.jpg;Is the cat outside the door?;yes;400134
134320001;is it;COCO_train2014_134320.jpg;Is it a cloudy day?;no;134320
400134018;is there a;COCO_train2014_400134.jpg;Is there a water animal in this picture?;no;400134
400134019;is the;COCO_train2014_400134.jpg;Is the door insulated?;no;400134
400560003;is this a;COCO_train2014_400560.jpg;Is this a color photo?;yes;400560
400134021;are there any;COCO_train2014_400134.jpg;Are there any lights on in this image?;no;400134
400560004;was;COCO_train2014_400560.jpg;Was the flash used to take this picture?;no;400560
400560006;do you;COCO_train2014_400560.jpg;Do you see a China cabinet?;no;400560
267653000;is the;COCO_train2014_267653.jpg;Is the cat alive?;yes;267653
400560008;is there a;COCO_train2014_400560.jpg;Is there a musical instrument in the room?;no;400560
400134026;is the;COCO_train2014_400134.jpg;Is the dog playing?;no;400134
132485003;are there any;COCO_train2014_132485.jpg;Are there any arched doorways?;yes;132485
267653003;is this;COCO_train2014_267653.jpg;Is this cat starving?;no;267653
400134031;is there a;COCO_train2014_400134.jpg;Is there a fence?;yes;400134
400560016;is there;COCO_train2014_400560.jpg;Is there wall to wall carpeting in this room?;no;400560
265818002;is there a;COCO_train2014_265818.jpg;Is there a crosswalk in this photo?;yes;265818
400560020;do;COCO_train2014_400560.jpg;Do both chairs have arms?;yes;400560
400560023;is this a;COCO_train2014_400560.jpg;Is this a happy place to be?;yes;400560
266244002;does the;COCO_train2014_266244.jpg;Does the woman have a shopping basket on her bike?;yes;266244
530649002;none of the above;COCO_train2014_530649.jpg;Would these animals accept a yoke?;no;530649
530649003;are the;COCO_train2014_530649.jpg;Are the zebras thirsty?;yes;530649
530649004;do;COCO_train2014_530649.jpg;Do zebras have tails?;yes;530649
70062000;is there;COCO_train2014_70062.jpg;IS there tomatoes on the salad?;yes;70062
524718001;is there a;COCO_train2014_524718.jpg;Is there a cow on the beach?;no;524718
524718002;is there;COCO_train2014_524718.jpg;Is there an island in the background?;yes;524718
524718003;are there;COCO_train2014_524718.jpg;Are there rocks in the water?;yes;524718
299438002;is this;COCO_train2014_299438.jpg;Is this tree branch laying on it's side?;yes;299438
70062002;is there;COCO_train2014_70062.jpg;Is there lettuce in the salad?;yes;70062
395907000;does this;COCO_train2014_395907.jpg;Does this room have enough light?;yes;395907
395907001;is the;COCO_train2014_395907.jpg;Is the TV on?;no;395907
137859001;none of the above;COCO_train2014_137859.jpg;Did he just hit the ball?;no;137859
137859003;is this;COCO_train2014_137859.jpg;Is this man holding a baseball bat?;yes;137859
529240000;is this;COCO_train2014_529240.jpg;Is this their house?;no;529240
344920001;is this a;COCO_train2014_344920.jpg;Is this a spacious room?;no;344920
529240002;is this a;COCO_train2014_529240.jpg;Is this a formal presentation by a business man?;no;529240
529240003;is he;COCO_train2014_529240.jpg;Is he throwing something?;yes;529240
1282004;is this;COCO_train2014_1282.jpg;Is this giraffe more than 2ft tall?;yes;1282
558764001;are;COCO_train2014_558764.jpg;Are all the people in the picture wearing white pants?;no;558764
6230001;is this a;COCO_train2014_6230.jpg;Is this a graduation cake?;no;6230
65835001;is the;COCO_train2014_65835.jpg;Is the placemat paper?;no;65835
135467002;are;COCO_train2014_135467.jpg;Are all of these men wearing hats?;yes;135467
227840001;is this;COCO_train2014_227840.jpg;Is this train in a flatland?;no;227840
262869000;is this person;COCO_train2014_262869.jpg;Is this person warm?;yes;262869
398037001;are the;COCO_train2014_398037.jpg;Are the drapes open?;no;398037
262869002;is it;COCO_train2014_262869.jpg;Is it cold out?;yes;262869
262869003;is he;COCO_train2014_262869.jpg;Is he snowboarding?;yes;262869
400298001;are these;COCO_train2014_400298.jpg;Are these people looking at the sea?;yes;400298
400298004;are there;COCO_train2014_400298.jpg;Are there mountains in the landscape?;no;400298
400298007;are they;COCO_train2014_400298.jpg;Are they watching the boats?;no;400298
398463000;is the man;COCO_train2014_398463.jpg;Is the man riding a snowboard?;yes;398463
398463001;are the;COCO_train2014_398463.jpg;Are the highlights on this person's shoes yellow?;no;398463
3412000;is there a;COCO_train2014_3412.jpg;Is there a place to throw away trash?;yes;3412
437588001;is the;COCO_train2014_437588.jpg;Is the picture taken outdoors?;yes;437588
437588002;is the;COCO_train2014_437588.jpg;Is the hydrant rusty?;yes;437588
525865001;are these;COCO_train2014_525865.jpg;Are these refrigerators in a home kitchen?;no;525865
525865002;are the;COCO_train2014_525865.jpg;Are the appliances silver?;yes;525865
265982000;is this;COCO_train2014_265982.jpg;Is this window open?;yes;265982
265982002;is the;COCO_train2014_265982.jpg;Is the building tall?;yes;265982
265982005;can you;COCO_train2014_265982.jpg;Can you sit here?;no;265982
135336000;is this;COCO_train2014_135336.jpg;Is this sailboat moving in this picture?;no;135336
393384002;are the;COCO_train2014_393384.jpg;Are the people on a soft surface?;no;393384
135336003;is it;COCO_train2014_135336.jpg;Is it sunny on this beach?;yes;135336
2429000;is there;COCO_train2014_2429.jpg;Is there any window in the room?;no;2429
2429002;is there;COCO_train2014_2429.jpg;Is there anyone in the room?;no;2429
131666001;none of the above;COCO_train2014_131666.jpg;Would the vehicle be considered large?;yes;131666
131666004;is this a;COCO_train2014_131666.jpg;Is this a large airplane?;yes;131666
240423000;are there any;COCO_train2014_240423.jpg;Are there any cars driving on the street?;no;240423
267260000;could;COCO_train2014_267260.jpg;Could this be livestock?;no;267260
320508004;is the;COCO_train2014_320508.jpg;Is the intersection congested?;no;320508
320508009;are;COCO_train2014_320508.jpg;Are any cars on the road?;no;320508
400593001;does this;COCO_train2014_400593.jpg;Does this look like a recently paved road?;yes;400593
400593002;is this a;COCO_train2014_400593.jpg;Is this a steam engine?;no;400593
320508012;does the;COCO_train2014_320508.jpg;Does the building on the left have a lot of windows?;yes;320508
400593003;is this a;COCO_train2014_400593.jpg;Is this a paved road?;yes;400593
320508014;is there;COCO_train2014_320508.jpg;Is there gridlock?;no;320508
320508015;are;COCO_train2014_320508.jpg;Are those palm trees?;no;320508
21926000;is the;COCO_train2014_21926.jpg;Is the season autumn?;no;21926
21926001;does this;COCO_train2014_21926.jpg;Does this appear to be a noisy environment?;yes;21926
320508017;is this;COCO_train2014_320508.jpg;Is this road under construction?;no;320508
21926003;is it;COCO_train2014_21926.jpg;Is it sunny?;no;21926
400593006;is the;COCO_train2014_400593.jpg;Is the road paved?;yes;400593
400593010;does this;COCO_train2014_400593.jpg;Does this look like a children's ride?;no;400593
400593012;none of the above;COCO_train2014_400593.jpg;Can the engine go further left?;yes;400593
400593013;is it;COCO_train2014_400593.jpg;Is it likely that a number of the car owners are fans of the alternate form of vehicle shown here?;no;400593
437883000;is the;COCO_train2014_437883.jpg;Is the baby wearing a helmet?;yes;437883
400593016;is this a;COCO_train2014_400593.jpg;Is this a busy street?;no;400593
437883002;is this;COCO_train2014_437883.jpg;Is this safe for the baby to do alone?;no;437883
132944000;is the man;COCO_train2014_132944.jpg;Is the man the owner of the bike?;no;132944
530256001;is this person;COCO_train2014_530256.jpg;Is this person riding a dog?;no;530256
132944002;is the man;COCO_train2014_132944.jpg;Is the man jaywalking?;yes;132944
524325002;are;COCO_train2014_524325.jpg;Are those kites in the air?;yes;524325
137892001;is there a;COCO_train2014_137892.jpg;Is there a desk in this room?;yes;137892
527012002;is this;COCO_train2014_527012.jpg;Is this photo undoctored?;no;527012
131961002;are these;COCO_train2014_131961.jpg;Are these people married?;no;131961
131961003;is this an;COCO_train2014_131961.jpg;Is this an airport?;no;131961
529273004;are these;COCO_train2014_529273.jpg;Are these people in their pajamas?;yes;529273
529273005;is the;COCO_train2014_529273.jpg;Is the TV far away from the people?;no;529273
529273006;is there a;COCO_train2014_529273.jpg;Is there a fire in the fireplace?;no;529273
131961007;is this;COCO_train2014_131961.jpg;Is this in front of a fast food place?;no;131961
396366000;is the;COCO_train2014_396366.jpg;Is the bear running?;yes;396366
396366001;is the;COCO_train2014_396366.jpg;Is the bear looking for food?;no;396366
396366002;is the;COCO_train2014_396366.jpg;Is the bear on the road?;no;396366
396366003;is this a;COCO_train2014_396366.jpg;Is this a safe area for this animal?;no;396366
529273007;is the man;COCO_train2014_529273.jpg;Is the man using a laptop?;no;529273
529273008;is it;COCO_train2014_529273.jpg;Is it summertime?;no;529273
529273009;none of the above;COCO_train2014_529273.jpg;Does everyone have socks on their feet?;no;529273
1315000;is the woman;COCO_train2014_1315.jpg;Is the woman waiting for someone?;yes;1315
267555000;is the man;COCO_train2014_267555.jpg;Is the man using the laptop?;no;267555
531960000;is the man;COCO_train2014_531960.jpg;Is the man wearing boots?;no;531960
526029002;are;COCO_train2014_526029.jpg;Are all the zippered compartments securely closed?;no;526029
44962000;is this an;COCO_train2014_44962.jpg;Is this an old vehicle?;yes;44962
44962001;could;COCO_train2014_44962.jpg;Could the truck have a camper?;yes;44962
44962003;is this a;COCO_train2014_44962.jpg;Is this a fire truck?;no;44962
44962007;does the;COCO_train2014_44962.jpg;Does the car have a license plate?;yes;44962
542839000;are;COCO_train2014_542839.jpg;Are both children sitting in the chairs?;yes;542839
542839001;is the;COCO_train2014_542839.jpg;Is the child on the left bored?;yes;542839
530551007;is the;COCO_train2014_530551.jpg;Is the lamp post off?;no;530551
4428001;does the;COCO_train2014_4428.jpg;Does the man have a spoon?;yes;4428
4428002;is it;COCO_train2014_4428.jpg;Is it likely that he has a food handler's permit?;yes;4428
332004;are;COCO_train2014_332.jpg;Are those worms on the bottom?;no;332
332005;are;COCO_train2014_332.jpg;Are those drinks on Heineken coasters?;yes;332
88609000;is the;COCO_train2014_88609.jpg;Is the child holding a computer?;no;88609
88609003;are the;COCO_train2014_88609.jpg;Are the blinds open?;yes;88609
398070002;is there a;COCO_train2014_398070.jpg;Is there a jeep in this picture?;yes;398070
248779002;is the;COCO_train2014_248779.jpg;Is the truck yellow?;no;248779
248779004;does the;COCO_train2014_248779.jpg;Does the car look like a boat?;no;248779
263328001;is the;COCO_train2014_263328.jpg;Is the horse running fast?;yes;263328
263328002;is the;COCO_train2014_263328.jpg;Is the jockey encouraging the horse?;yes;263328
175477000;is this;COCO_train2014_175477.jpg;Is this deep dish pizza?;no;175477
265589004;is this a;COCO_train2014_265589.jpg;Is this a beautiful kitchen?;yes;265589
306975000;do;COCO_train2014_306975.jpg;Do this elephant's tusks reach the ground?;yes;306975
306975001;is the;COCO_train2014_306975.jpg;Is the elephant in an enclosure?;yes;306975
268276000;is this;COCO_train2014_268276.jpg;Is this animal dirty?;yes;268276
268276001;does the;COCO_train2014_268276.jpg;Does the elephant have any water?;no;268276
268276002;is the;COCO_train2014_268276.jpg;Is the elephant standing on all fours?;yes;268276
268276004;is this;COCO_train2014_268276.jpg;Is this animal wearing an earring?;no;268276
201000;do;COCO_train2014_201.jpg;Do these ski boards have personality?;yes;201
65737001;does the;COCO_train2014_65737.jpg;Does the trash can need to be emptied?;no;65737
65737002;is this;COCO_train2014_65737.jpg;Is this bathroom colorful?;yes;65737
65737003;is there a;COCO_train2014_65737.jpg;Is there a cover to the toilet seat?;no;65737
65737004;is the;COCO_train2014_65737.jpg;Is the trash can open?;yes;65737
266441002;is the man;COCO_train2014_266441.jpg;Is the man falling?;yes;266441
399774000;are;COCO_train2014_399774.jpg;Are both people standing up straight?;no;399774
399774001;are these;COCO_train2014_399774.jpg;Are these two a couple?;yes;399774
526750002;is this;COCO_train2014_526750.jpg;Is this guy upside down?;yes;526750
400200001;are there;COCO_train2014_400200.jpg;Are there spectators in the scene?;yes;400200
400200002;is the woman;COCO_train2014_400200.jpg;Is the woman wearing her hair pulled back?;yes;400200
394269000;are there;COCO_train2014_394269.jpg;Are there hot spices in the glass jar?;no;394269
394269001;is there a;COCO_train2014_394269.jpg;Is there a children's cup here?;no;394269
394269002;is the;COCO_train2014_394269.jpg;Is the food on plates?;yes;394269
1053002;is the;COCO_train2014_1053.jpg;Is the ground wet?;yes;1053
189469001;is the;COCO_train2014_189469.jpg;Is the plane landing?;yes;189469
189469002;none of the above;COCO_train2014_189469.jpg;Can people ride in this plane?;yes;189469
394269007;is this a;COCO_train2014_394269.jpg;Is this a picture of a thick crust pizza?;yes;394269
394269009;is the;COCO_train2014_394269.jpg;Is the cup full of flour?;no;394269
138482001;could;COCO_train2014_138482.jpg;Could these men be father and son?;no;138482
394269011;is this a;COCO_train2014_394269.jpg;Is this a deep dish pizza?;yes;394269
3314003;is this;COCO_train2014_3314.jpg;Is this structure made of wood?;no;3314
394269013;is there a;COCO_train2014_394269.jpg;Is there a beverage in the picture?;yes;394269
138482002;are;COCO_train2014_138482.jpg;Are both players wearing white shorts?;yes;138482
138482003;is the;COCO_train2014_138482.jpg;Is the match over?;yes;138482
153031000;do;COCO_train2014_153031.jpg;Do these arrows indicate there is an option to go straight?;yes;153031
153031001;is it;COCO_train2014_153031.jpg;Is it sunny?;yes;153031
153031002;none of the above;COCO_train2014_153031.jpg;Should I be stopping here?;no;153031
394269016;is the;COCO_train2014_394269.jpg;Is the pizza cheesy?;no;394269
153031004;is this a;COCO_train2014_153031.jpg;Is this a two way street?;yes;153031
263623000;do;COCO_train2014_263623.jpg;Do cats and birds usually share meals?;no;263623
153031006;is there a;COCO_train2014_153031.jpg;Is there a lot of traffic?;no;153031
263623001;are there;COCO_train2014_263623.jpg;Are there chips?;yes;263623
267719002;is the;COCO_train2014_267719.jpg;Is the food burnt?;no;267719
530289001;none of the above;COCO_train2014_530289.jpg;Does she have a bandage around her thigh?;yes;530289
530289002;is the;COCO_train2014_530289.jpg;Is the match over?;no;530289
393286000;is the;COCO_train2014_393286.jpg;Is the banana freshly peeled?;yes;393286
393286001;is the;COCO_train2014_393286.jpg;Is the banana closed?;no;393286
266310002;is the;COCO_train2014_266310.jpg;Is the fruit ripe?;no;266310
547099000;are they;COCO_train2014_547099.jpg;Are they dressed identical?;yes;547099
133403002;is he;COCO_train2014_133403.jpg;Is he sitting in a car?;no;133403
547099002;are the;COCO_train2014_547099.jpg;Are the men partners?;yes;547099
528880000;is the;COCO_train2014_528880.jpg;Is the roll buttered?;yes;528880
528880002;is this;COCO_train2014_528880.jpg;Is this photo appetizing?;yes;528880
528880003;is the;COCO_train2014_528880.jpg;Is the roll sliced?;yes;528880
137925001;is the;COCO_train2014_137925.jpg;Is the giraffe thirsty?;yes;137925
